step,train_loss,val_loss,lr,elapsed_sec
1,5.797045707702637,5.625642776489258,2.9999999999999997e-06,0.39877867698669434
50,1.9754762649536133,1.98327274620533,0.00015,43.923927545547485
100,0.45082393288612366,0.37474044412374496,0.0003,88.52208065986633
150,0.03870362043380737,0.05959016038104892,0.00045,131.00602912902832
200,0.021561264991760254,0.02281191502697766,0.0006,173.68273901939392
250,0.020016128197312355,0.02248845947906375,0.0005964524757330841,215.43624448776245
300,0.024488165974617004,0.02467973460443318,0.0005856067880837029,256.1941120624542
350,0.021235832944512367,0.022890685591846704,0.0005677285134371153,296.53217339515686
400,0.020252767950296402,0.02267625369131565,0.000543257874249712,336.9716079235077
450,0.020849911496043205,0.023458780953660607,0.0005127974188716822,379.994544506073
500,0.021408893167972565,0.02186304982751608,0.00047709718480688833,420.4561080932617
550,0.02064446173608303,0.0226272523868829,0.0004370362303002898,459.6939163208008
600,0.020494498312473297,0.02281277463771403,0.00039360098900652444,496.33748984336853
650,0.0210323054343462,0.021379816345870495,0.00034786098071954585,537.2211089134216
700,0.021685881540179253,0.021795947570353746,0.00030094247624576386,581.9347579479218
750,0.019805096089839935,0.022313635097816586,0.0002540007648789118,627.6790506839752
800,0.02195795066654682,0.021580411354079843,0.00020819170734344978,669.470397233963
850,0.018664227798581123,0.021652989787980914,0.00016464327466744644,712.419065952301
900,0.02001565881073475,0.021432442357763648,0.00012442777379234704,752.9113886356354
950,0.019540440291166306,0.02125042909756303,8.853544381729156e-05,796.000408411026
1000,0.019133776426315308,0.021249358309432864,5.7850073026079904e-05,842.1984837055206
1050,0.019962957128882408,0.021184667013585567,3.312723708649866e-05,890.949569940567
1100,0.01982821524143219,0.02119325567036867,1.4975694269768457e-05,939.2919237613678
1150,0.01994161680340767,0.02110536047257483,3.8423958015542545e-06,987.4267947673798
1200,0.018656102940440178,0.02110364194959402,1.4804394425360633e-09,1035.8920934200287
