stage,run_id,config_id,tier,seq_len,num_heads,head_dim,tau,theory_tau,seed,train_tokens,eval_lengths,passkey_lengths,passkey_trials,completed_at,train_time_sec,eval_time_sec,inv_freq_hash,ppl_json,passkey_summary_json
confirm,confirm_L512_H8_Dh64_tau4.24_seed137,L512_H8_Dh64,50m,512,8,64,4.24,2.83,137,8388608,"[512,1024,2048,4096]","[1024,2048]",16,2026-03-07 10:05:26,709.07,26.67,f3529f8284b8cde4,"{""1024"":495.5288,""2048"":523.0164,""4096"":499.7532,""512"":510.1172}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0176,""retrieval_rate"":0.4375,""trials"":16},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0853,""retrieval_rate"":0.4375,""trials"":16}}"
confirm,confirm_L512_H8_Dh64_tau4.24_seed256,L512_H8_Dh64,50m,512,8,64,4.24,2.83,256,8388608,"[512,1024,2048,4096]","[1024,2048]",16,2026-03-07 10:17:33,700.6,26.38,f3529f8284b8cde4,"{""1024"":429.0024,""2048"":463.3394,""4096"":435.4975,""512"":419.3074}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.107,""retrieval_rate"":0.75,""trials"":16},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.095,""retrieval_rate"":0.3125,""trials"":16}}"
confirm,confirm_L512_H16_Dh32_tau1.41_seed137,L512_H16_Dh32,50m,512,16,32,1.41,1.41,137,8388608,"[512,1024,2048,4096]","[1024,2048]",16,2026-03-07 10:30:49,760.58,35.53,0ea566e18b94b1fc,"{""1024"":501.4284,""2048"":539.1458,""4096"":516.6228,""512"":491.9197}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0186,""retrieval_rate"":0.5,""trials"":16},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.1078,""retrieval_rate"":0.4375,""trials"":16}}"
confirm,confirm_L512_H16_Dh32_tau1.41_seed256,L512_H16_Dh32,50m,512,16,32,1.41,1.41,256,8388608,"[512,1024,2048,4096]","[1024,2048]",16,2026-03-07 10:44:06,760.71,35.67,0ea566e18b94b1fc,"{""1024"":536.4459,""2048"":561.529,""4096"":552.0577,""512"":538.3605}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0549,""retrieval_rate"":0.4375,""trials"":16},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.1071,""retrieval_rate"":0.5625,""trials"":16}}"
confirm,confirm_L512_H16_Dh32_tau0.00_seed137,L512_H16_Dh32,50m,512,16,32,0.0,1.41,137,8388608,"[512,1024,2048,4096]","[1024,2048]",16,2026-03-07 10:57:25,762.99,35.73,692c6b49afbbd659,"{""1024"":490.6551,""2048"":505.028,""4096"":488.8092,""512"":468.1018}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.011,""retrieval_rate"":0.4375,""trials"":16},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.1241,""retrieval_rate"":0.4375,""trials"":16}}"
confirm,confirm_L512_H16_Dh32_tau0.00_seed256,L512_H16_Dh32,50m,512,16,32,0.0,1.41,256,8388608,"[512,1024,2048,4096]","[1024,2048]",16,2026-03-07 11:10:46,764.92,35.73,692c6b49afbbd659,"{""1024"":487.4263,""2048"":506.6955,""4096"":494.708,""512"":486.1611}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0341,""retrieval_rate"":0.5,""trials"":16},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0505,""retrieval_rate"":0.4375,""trials"":16}}"
confirm,confirm_L512_H16_Dh32_tau1.77_seed137,L512_H16_Dh32,50m,512,16,32,1.77,1.41,137,8388608,"[512,1024,2048,4096]","[1024,2048]",16,2026-03-07 11:24:06,764.78,35.76,541b43b6a2006a12,"{""1024"":455.3063,""2048"":484.2322,""4096"":457.7673,""512"":445.1847}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0892,""retrieval_rate"":0.5625,""trials"":16},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0673,""retrieval_rate"":0.375,""trials"":16}}"
confirm,confirm_L512_H16_Dh32_tau1.77_seed256,L512_H16_Dh32,50m,512,16,32,1.77,1.41,256,8388608,"[512,1024,2048,4096]","[1024,2048]",16,2026-03-07 11:37:29,766.56,35.82,541b43b6a2006a12,"{""1024"":443.7353,""2048"":484.1566,""4096"":469.0552,""512"":448.4734}","{""L=1024_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0631,""retrieval_rate"":0.75,""trials"":16},""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0323,""retrieval_rate"":0.5625,""trials"":16}}"
confirm,confirm_L1024_H4_Dh128_tau4.00_seed137,L1024_H4_Dh128,50m,1024,4,128,4.0,4.0,137,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 11:50:36,727.83,59.55,cd63695be12df2b3,"{""1024"":473.9778,""2048"":495.3983,""4096"":488.1139,""8192"":514.7057}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.1167,""retrieval_rate"":0.25,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0103,""retrieval_rate"":0.375,""trials"":16}}"
confirm,confirm_L1024_H4_Dh128_tau4.00_seed256,L1024_H4_Dh128,50m,1024,4,128,4.0,4.0,256,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 12:03:47,730.17,59.97,cd63695be12df2b3,"{""1024"":469.2864,""2048"":497.5537,""4096"":496.9129,""8192"":528.6265}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0785,""retrieval_rate"":0.5,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0588,""retrieval_rate"":0.4375,""trials"":16}}"
confirm,confirm_L1024_H4_Dh128_tau0.00_seed137,L1024_H4_Dh128,50m,1024,4,128,0.0,4.0,137,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 12:16:59,732.51,60.04,8af61aed5474208f,"{""1024"":504.8922,""2048"":507.3409,""4096"":510.653,""8192"":534.8496}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.1789,""retrieval_rate"":0.375,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0973,""retrieval_rate"":0.4375,""trials"":16}}"
confirm,confirm_L1024_H4_Dh128_tau0.00_seed256,L1024_H4_Dh128,50m,1024,4,128,0.0,4.0,256,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 12:30:14,734.46,60.26,8af61aed5474208f,"{""1024"":499.9511,""2048"":516.139,""4096"":526.2878,""8192"":547.2952}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.2597,""retrieval_rate"":0.6875,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.115,""retrieval_rate"":0.3125,""trials"":16}}"
confirm,confirm_L1024_H4_Dh128_tau5.00_seed137,L1024_H4_Dh128,50m,1024,4,128,5.0,4.0,137,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 12:43:31,736.6,60.26,991f72bf01e48210,"{""1024"":459.0856,""2048"":460.8612,""4096"":462.7657,""8192"":490.8047}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0201,""retrieval_rate"":0.5,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1,""retrieval_rate"":0.5,""trials"":16}}"
confirm,confirm_L1024_H4_Dh128_tau5.00_seed256,L1024_H4_Dh128,50m,1024,4,128,5.0,4.0,256,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 12:56:48,735.88,60.51,991f72bf01e48210,"{""1024"":445.3692,""2048"":457.9511,""4096"":467.0368,""8192"":496.3862}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0945,""retrieval_rate"":0.375,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0173,""retrieval_rate"":0.5625,""trials"":16}}"
confirm,confirm_L1024_H8_Dh64_tau2.00_seed137,L1024_H8_Dh64,50m,1024,8,64,2.0,2.0,137,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 13:11:08,780.27,79.62,8cb894ddc2e5628a,"{""1024"":457.872,""2048"":470.6776,""4096"":479.4613,""8192"":505.9981}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.023,""retrieval_rate"":0.5,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.059,""retrieval_rate"":0.4375,""trials"":16}}"
confirm,confirm_L1024_H8_Dh64_tau2.00_seed256,L1024_H8_Dh64,50m,1024,8,64,2.0,2.0,256,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 13:25:43,795.59,79.3,8cb894ddc2e5628a,"{""1024"":491.9003,""2048"":499.653,""4096"":518.4369,""8192"":548.7701}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0922,""retrieval_rate"":0.5,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0444,""retrieval_rate"":0.4375,""trials"":16}}"
confirm,confirm_L1024_H8_Dh64_tau0.00_seed137,L1024_H8_Dh64,50m,1024,8,64,0.0,2.0,137,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 13:39:46,764.89,78.2,88654f1fe2a414d3,"{""1024"":463.7141,""2048"":483.7649,""4096"":488.0462,""8192"":518.6181}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.1601,""retrieval_rate"":0.3125,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.2424,""retrieval_rate"":0.25,""trials"":16}}"
confirm,confirm_L1024_H8_Dh64_tau0.00_seed256,L1024_H8_Dh64,50m,1024,8,64,0.0,2.0,256,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 13:53:49,764.85,77.88,88654f1fe2a414d3,"{""1024"":479.8654,""2048"":475.4163,""4096"":496.1048,""8192"":531.1568}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0026,""retrieval_rate"":0.5625,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0105,""retrieval_rate"":0.5,""trials"":16}}"
confirm,confirm_L1024_H8_Dh64_tau2.50_seed137,L1024_H8_Dh64,50m,1024,8,64,2.5,2.0,137,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 14:07:50,762.56,78.01,98eb8df289452c77,"{""1024"":462.0135,""2048"":479.8472,""4096"":484.3222,""8192"":506.8381}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0237,""retrieval_rate"":0.5,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0646,""retrieval_rate"":0.4375,""trials"":16}}"
confirm,confirm_L1024_H8_Dh64_tau2.50_seed256,L1024_H8_Dh64,50m,1024,8,64,2.5,2.0,256,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 14:21:52,764.19,77.89,98eb8df289452c77,"{""1024"":480.5017,""2048"":493.2484,""4096"":507.4509,""8192"":536.1857}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0665,""retrieval_rate"":0.5625,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.062,""retrieval_rate"":0.3125,""trials"":16}}"
confirm,confirm_L1024_H16_Dh32_tau1.00_seed137,L1024_H16_Dh32,50m,1024,16,32,1.0,1.0,137,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 14:38:13,884.45,96.55,25d56126838112f0,"{""1024"":501.5489,""2048"":509.7048,""4096"":531.4541,""8192"":578.8379}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.057,""retrieval_rate"":0.5,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.1051,""retrieval_rate"":0.375,""trials"":16}}"
confirm,confirm_L1024_H16_Dh32_tau1.00_seed256,L1024_H16_Dh32,50m,1024,16,32,1.0,1.0,256,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 14:54:32,881.42,97.71,25d56126838112f0,"{""1024"":495.7207,""2048"":501.6162,""4096"":536.3432,""8192"":585.5155}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0108,""retrieval_rate"":0.5625,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.101,""retrieval_rate"":0.625,""trials"":16}}"
confirm,confirm_L1024_H16_Dh32_tau0.00_seed137,L1024_H16_Dh32,50m,1024,16,32,0.0,1.0,137,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 15:10:44,877.49,94.04,692c6b49afbbd659,"{""1024"":478.2186,""2048"":502.047,""4096"":509.9705,""8192"":557.2488}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0984,""retrieval_rate"":0.5625,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0204,""retrieval_rate"":0.4375,""trials"":16}}"
confirm,confirm_L1024_H16_Dh32_tau0.00_seed256,L1024_H16_Dh32,50m,1024,16,32,0.0,1.0,256,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 15:26:56,877.61,94.59,692c6b49afbbd659,"{""1024"":495.1316,""2048"":504.4882,""4096"":539.464,""8192"":591.6833}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0156,""retrieval_rate"":0.5,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.0936,""retrieval_rate"":0.5625,""trials"":16}}"
confirm,confirm_L1024_H16_Dh32_tau1.25_seed137,L1024_H16_Dh32,50m,1024,16,32,1.25,1.0,137,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 15:43:11,876.57,97.97,cc2283f968fe1e29,"{""1024"":483.0747,""2048"":495.2267,""4096"":503.6123,""8192"":537.5945}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":0.1608,""retrieval_rate"":0.75,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0288,""retrieval_rate"":0.5,""trials"":16}}"
confirm,confirm_L1024_H16_Dh32_tau1.25_seed256,L1024_H16_Dh32,50m,1024,16,32,1.25,1.0,256,8388608,"[1024,2048,4096,8192]","[2048,4096]",16,2026-03-07 15:59:24,877.07,95.46,cc2283f968fe1e29,"{""1024"":531.4326,""2048"":533.0729,""4096"":555.2332,""8192"":598.6462}","{""L=2048_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0499,""retrieval_rate"":0.375,""trials"":16},""L=4096_d=0.5"":{""ar_exact_match_rate"":0.0,""mean_nll_gap"":-0.0498,""retrieval_rate"":0.5,""trials"":16}}"
