model,length,loss,ppl,status
Standard,1024,0.020839322358369827,1.021057977268585,ok
Standard,2048,0.022392337676137686,1.02264492790798,ok
Standard,4096,0.017931980080902576,1.0180937233818304,ok
Standard,8192,0.036305236630141735,1.0369723201253391,ok
Standard,16384,0.05073319375514984,1.05204216441545,ok
Standard,32768,0.20924514532089233,1.232747163690576,ok
