arm,target_length,prompt_sha8,example_id,layer,n_frozen_heads_in_layer,hit16_all_heads,hit16_frozen_heads,dense_answer_mass_all_heads,dense_answer_mass_frozen_heads,block_rank_median_all_heads,block_rank_median_frozen_heads
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,5,0,0.15625,nan,0.00036246526411909397,nan,41.5,nan
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,6,0,0.4375,nan,0.00031140513851823926,nan,27.5,nan
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,7,0,0.53125,nan,0.00021943021498316284,nan,14.5,nan
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,8,0,0.375,nan,0.00028080582835084134,nan,44.0,nan
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,9,0,0.5,nan,0.0003917546236236191,nan,16.0,nan
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,10,0,0.15625,nan,0.00017457108422291867,nan,48.5,nan
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,11,1,0.28125,1.0,0.0002560532061046672,0.0010582192335277796,42.5,4.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,12,0,0.40625,nan,0.00016617114011202583,nan,29.0,nan
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,13,5,0.09375,0.0,0.00021834092823169726,0.0003696497507917229,37.5,35.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,14,3,0.25,0.0,0.0002873919909558431,8.968312704382697e-05,44.5,45.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,15,1,0.53125,0.0,0.0007199406529522952,4.72793271910632e-06,14.5,54.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,16,1,0.4375,1.0,0.00029485172384902114,0.00033242773497477174,24.5,12.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,17,4,0.5,0.0,0.0008735750858583913,0.0003660505717562046,16.0,33.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,18,0,0.5,nan,0.002383821766734684,nan,20.0,nan
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,19,1,0.25,0.0,0.0007843770898077196,0.0007558886427432299,26.0,23.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,20,2,0.15625,0.0,0.00017944064295516426,0.0010613259337333147,37.0,36.5
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,21,1,0.4375,1.0,0.0003613209197999012,0.0025756179820746183,21.5,10.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,22,1,0.21875,0.0,0.0003786141462135406,0.0006202569929882884,36.5,21.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,23,1,0.1875,1.0,0.0010615658674555384,0.00612702826038003,30.5,12.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,24,1,0.21875,0.0,0.0003154016385309433,4.9776077503338456e-05,32.5,56.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,25,0,0.46875,nan,0.00028032806055477977,nan,17.0,nan
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,26,2,0.4375,1.0,0.00013427444172231517,0.0003316178672321257,21.0,10.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,27,1,0.3125,0.0,0.0001551794739587109,0.0031766663305461407,25.5,17.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,28,1,0.625,1.0,0.0001125408402809433,5.685079486283939e-06,13.5,1.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,29,1,0.5625,1.0,0.00048017460101473786,1.1537765203684103e-05,12.0,1.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,30,4,0.46875,0.5,0.00021592442048889212,0.00011380683096717803,19.5,31.0
geo,16384,06800fde,passkey-L16384-d10p0-t01-s42,31,1,0.6875,1.0,0.0008948809312112616,0.001431349548511207,9.0,1.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,0,0,0.0,nan,9.669357295510146e-05,nan,44.0,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,1,0,0.03125,nan,4.753069276208777e-05,nan,51.0,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,2,0,0.0,nan,0.00012266661701687553,nan,88.5,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,3,0,0.3125,nan,0.0002524607170926174,nan,34.5,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,4,0,0.03125,nan,0.00020176487566914147,nan,44.0,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,5,0,0.4375,nan,0.00033025580154344425,nan,31.5,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,6,0,0.28125,nan,0.00029096430216668523,nan,29.0,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,7,0,0.0625,nan,0.00013604543173784123,nan,38.5,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,8,0,0.125,nan,0.0002771329311599402,nan,31.5,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,9,0,0.1875,nan,0.0001979184597935557,nan,35.0,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,10,0,0.1875,nan,0.00023768552654246378,nan,41.0,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,11,1,0.15625,0.0,0.00015833270794018972,0.0006511788233183324,43.5,22.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,12,0,0.09375,nan,0.00014656360072251573,nan,36.0,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,13,5,0.15625,0.0,0.00030146731581126573,0.0004295078339055181,32.5,31.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,14,3,0.1875,0.0,0.0002941479101389588,0.00013428099888794046,43.0,48.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,15,1,0.09375,0.0,0.00018369800770878797,2.5231654944946058e-05,40.0,53.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,16,1,0.0,0.0,0.00012433290755975435,4.1668201447464526e-05,44.0,29.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,17,4,0.15625,0.0,0.00025789083842653326,0.00015530743803537916,34.0,41.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,18,0,0.1875,nan,0.00037079800921446804,nan,38.5,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,19,1,0.09375,0.0,0.00029634872076833574,0.0005137077532708645,35.5,38.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,20,2,0.0625,0.0,0.00011538678678135739,0.00019558484927983955,35.0,39.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,21,1,0.40625,0.0,0.000348505587574266,9.791567572392523e-05,23.5,47.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,22,1,0.0625,0.0,9.864186345254211e-05,0.00022881297627463937,35.5,25.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,23,1,0.1875,1.0,0.0006356878714242065,0.0042597572319209576,38.0,11.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,24,1,0.03125,0.0,8.689229291292122e-05,0.00013137946370989084,37.0,53.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,25,0,0.09375,nan,6.404613361921108e-05,nan,37.5,nan
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,26,2,0.0,0.0,2.1562121706786286e-05,5.440532618194993e-06,31.0,25.5
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,27,1,0.09375,0.0,7.345303297751071e-05,0.00025073185679502785,39.0,23.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,28,1,0.09375,1.0,0.0002087996015137615,3.8580373029617476e-07,32.0,11.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,29,1,0.15625,1.0,7.978533083936393e-05,8.69857394718565e-05,35.0,1.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,30,4,0.28125,0.5,8.776143799552218e-05,0.00015088785357875167,22.5,20.0
geo,16384,933bec9a,passkey-L16384-d25p0-t00-s42,31,1,0.40625,1.0,0.00013501558981979245,0.00016460110782645643,30.0,15.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,0,0,0.0,nan,7.396122833291995e-05,nan,44.0,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,1,0,0.03125,nan,4.568393115356173e-05,nan,51.0,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,2,0,0.0,nan,0.0001255943184332864,nan,89.0,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,3,0,0.3125,nan,0.00025879247641569236,nan,34.0,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,4,0,0.03125,nan,0.00020646302186833054,nan,43.5,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,5,0,0.40625,nan,0.0003370983280319706,nan,31.5,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,6,0,0.28125,nan,0.0003356099846314464,nan,29.0,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,7,0,0.09375,nan,0.00012894828444842688,nan,38.5,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,8,0,0.125,nan,0.00027918242918190117,nan,33.5,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,9,0,0.1875,nan,0.0002176286671478067,nan,34.5,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,10,0,0.1875,nan,0.00029607774843043444,nan,41.0,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,11,1,0.15625,0.0,0.0001897458171811195,0.0006492140237241983,43.5,22.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,12,0,0.09375,nan,0.00015378924663167481,nan,36.0,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,13,5,0.15625,0.0,0.0003515651287173682,0.0004908318136585876,32.0,31.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,14,3,0.1875,0.0,0.0003048711704874141,0.0001547312176626292,42.5,48.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,15,1,0.09375,0.0,0.00019185384584075038,1.925653123180382e-05,40.5,53.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,16,1,0.0,0.0,0.00013132068316501488,4.504750540945679e-05,43.5,29.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,17,4,0.15625,0.0,0.00024234088650132435,0.00015370008259196766,33.5,40.5
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,18,0,0.1875,nan,0.0004065259489749451,nan,39.0,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,19,1,0.09375,0.0,0.00034781946623319016,0.0006327553419396281,35.5,36.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,20,2,0.0625,0.0,0.00011656060395637269,0.00019934356987505453,35.0,39.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,21,1,0.40625,0.0,0.0003929369620330192,8.679942402523011e-05,24.0,47.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,22,1,0.0625,0.0,7.67184104581986e-05,0.00021386901789810508,35.5,25.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,23,1,0.1875,1.0,0.00024509770121428076,0.0034009097144007683,37.5,13.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,24,1,0.03125,0.0,7.02172985231897e-05,8.265121141448617e-05,36.5,53.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,25,0,0.09375,nan,3.498233928156402e-05,nan,37.5,nan
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,26,2,0.0,0.0,1.9569789884821276e-05,6.840985321332482e-06,31.0,25.5
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,27,1,0.09375,0.0,8.422390823009662e-05,0.0008536139503121376,39.0,21.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,28,1,0.09375,1.0,0.00012036538292799085,1.2247767244843999e-06,32.5,11.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,29,1,0.15625,1.0,6.246319290239728e-05,0.00017028955335263163,35.0,1.0
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,30,4,0.28125,0.5,7.417119709193033e-05,4.431704974194872e-05,22.0,20.5
geo,16384,c4b929f0,passkey-L16384-d25p0-t01-s42,31,1,0.40625,1.0,0.00018693829373125914,0.000714622437953949,30.0,15.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,0,0,0.0,nan,2.278375274514082e-06,nan,64.0,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,1,0,0.0,nan,1.111988776372752e-05,nan,113.0,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,2,0,0.0,nan,0.00017992610378314566,nan,57.5,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,3,0,0.03125,nan,0.00011007063847046084,nan,110.5,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,4,0,0.0,nan,5.3617141446693495e-05,nan,110.0,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,5,0,0.0,nan,0.00011421806770162135,nan,95.5,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,6,0,0.0,nan,6.510979990903554e-05,nan,100.5,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,7,0,0.0,nan,1.4194252974331079e-05,nan,104.5,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,8,0,0.0,nan,4.4721722191498614e-05,nan,81.5,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,9,0,0.0,nan,3.7302608157296566e-05,nan,92.5,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,10,0,0.0,nan,5.641501684650052e-05,nan,60.5,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,11,1,0.0,0.0,9.188802797727158e-05,4.4805674406234175e-05,60.5,65.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,12,0,0.0,nan,1.8741383124688295e-05,nan,104.5,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,13,5,0.0,0.0,7.205641463528013e-05,0.00010826231591636315,55.0,55.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,14,3,0.0,0.0,5.507396995985299e-05,4.113668304247161e-05,60.5,54.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,15,1,0.0,0.0,3.730036274144505e-05,2.1137140720384195e-05,81.5,56.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,16,1,0.0,0.0,2.0790757125409726e-05,5.394230697675084e-07,89.5,101.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,17,4,0.0,0.0,4.23104810510235e-05,3.251976932006073e-05,87.0,72.5
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,18,0,0.0,nan,2.477527545501762e-05,nan,88.0,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,19,1,0.0,0.0,2.090780095670994e-05,6.439722346840426e-05,96.0,53.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,20,2,0.0,0.0,2.7032072146482983e-05,7.277029999386286e-05,53.5,47.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,21,1,0.0,0.0,7.4260677993993884e-06,8.783317753113806e-07,92.0,109.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,22,1,0.0,0.0,2.034037172293779e-05,2.973969094455242e-05,73.0,43.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,23,1,0.0,0.0,8.84595507298332e-06,5.701020563719794e-05,69.5,61.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,24,1,0.0,0.0,1.4246545853038468e-05,1.4778242984903045e-06,61.0,53.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,25,0,0.0,nan,7.786697818731972e-06,nan,85.5,nan
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,26,2,0.0,0.0,3.847588369043528e-06,3.3900281418836054e-09,79.5,80.5
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,27,1,0.0,0.0,1.217230548736875e-05,0.00010687758913263679,66.0,28.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,28,1,0.0,0.0,1.2750529907031875e-06,2.1696409646665415e-07,76.0,55.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,29,1,0.0,0.0,2.3272379210257762e-06,6.898735136928735e-06,66.0,36.0
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,30,4,0.03125,0.25,2.594642376441898e-06,2.4642035327815393e-06,67.5,41.5
geo,16384,8c28ff35,passkey-L16384-d50p0-t00-s42,31,1,0.0,0.0,6.292906875224325e-06,0.00019250849436502904,82.0,25.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,0,0,0.03125,nan,1.1227544009815432e-05,nan,135.5,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,1,0,0.0625,nan,0.0001023609690089522,nan,81.0,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,2,0,0.21875,nan,5.258899937323272e-05,nan,97.5,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,3,0,0.09375,nan,4.291544591095153e-05,nan,115.0,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,4,0,0.0625,nan,4.6419168315159354e-05,nan,111.5,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,5,0,0.53125,nan,9.117278353443226e-05,nan,15.5,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,6,0,0.46875,nan,0.00010439181889266272,nan,18.0,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,7,0,0.0,nan,2.102708916221849e-06,nan,146.0,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,8,0,0.21875,nan,2.0755470067639883e-05,nan,83.0,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,9,0,0.0,nan,4.86800869087366e-06,nan,183.5,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,10,0,0.25,nan,0.00015705907265339825,nan,70.0,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,11,1,0.0,0.0,1.0142261752578006e-06,6.690774156936641e-09,190.5,225.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,12,0,0.0625,nan,1.1038234406111683e-05,nan,157.5,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,13,5,0.25,0.4,0.0001418760985418294,0.00018506211901905267,119.5,111.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,14,3,0.25,0.3333333333333333,0.00048930851165839,2.6755581624608265e-05,47.5,27.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,15,1,0.15625,1.0,3.37539328729956e-05,5.252053597359918e-05,96.0,4.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,16,1,0.15625,0.0,5.961086658718082e-05,8.198409773285675e-07,55.5,185.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,17,4,0.21875,0.75,0.00024746970251711333,0.0006916967831784859,101.5,3.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,18,0,0.15625,nan,8.998518666842456e-05,nan,72.0,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,19,1,0.09375,0.0,8.578152722257815e-05,1.6189642337849364e-05,115.0,188.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,20,2,0.125,0.0,0.0003617668155679823,0.0010961404768750072,127.0,33.5
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,21,1,0.0625,0.0,1.3784472242628536e-05,2.3461419118575577e-07,77.5,69.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,22,1,0.15625,1.0,0.009521141074955492,0.3017883002758026,71.5,1.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,23,1,0.0,0.0,3.0473060639142985e-06,2.577976010798011e-05,119.0,107.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,24,1,0.3125,0.0,0.0009439421248793637,1.8973938722410821e-06,46.5,76.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,25,0,0.125,nan,7.368941699045058e-05,nan,69.0,nan
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,26,2,0.0,0.0,9.291457307350477e-06,1.0275804065429384e-06,154.0,113.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,27,1,0.09375,0.0,0.00010351425872873958,3.334519078634912e-07,108.5,19.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,28,1,0.0,0.0,6.939151816551412e-06,8.7033904492273e-06,135.0,29.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,29,1,0.15625,0.0,0.0002394979986017398,1.9727996914298274e-05,115.5,54.0
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,30,4,0.0,0.0,4.984667081096455e-05,8.49550985918587e-06,102.5,91.5
evq,32768,d83f24b6,passkey-L32768-d10p0-t00-s42,31,1,0.0,0.0,2.2815282638769525e-06,1.060326781043841e-06,187.5,66.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,0,0,0.03125,nan,1.1479827994461192e-05,nan,135.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,1,0,0.0625,nan,0.00010204025257376514,nan,81.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,2,0,0.21875,nan,3.553137217238676e-05,nan,98.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,3,0,0.09375,nan,4.17680467248438e-05,nan,115.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,4,0,0.0625,nan,3.110763080163559e-05,nan,116.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,5,0,0.53125,nan,0.00010950710581880685,nan,15.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,6,0,0.46875,nan,0.0001135778767372905,nan,17.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,7,0,0.0,nan,1.8744744930503156e-06,nan,145.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,8,0,0.1875,nan,3.011814948792116e-05,nan,84.0,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,9,0,0.0,nan,4.601183527325948e-06,nan,180.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,10,0,0.28125,nan,0.00028137159365043685,nan,70.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,11,1,0.0,0.0,9.612063931582353e-07,6.798090534942958e-09,189.0,225.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,12,0,0.0625,nan,9.749905826276578e-06,nan,158.0,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,13,5,0.25,0.4,0.00012143921720831306,0.0001811882418709443,118.5,111.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,14,3,0.25,0.3333333333333333,0.00041935857363341995,1.5636948035080422e-05,48.0,27.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,15,1,0.15625,1.0,3.772464161575046e-05,4.907351831207052e-05,96.0,4.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,16,1,0.15625,0.0,5.2465259185579107e-05,7.676694622205105e-07,57.5,186.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,17,4,0.21875,0.75,0.0003192253429826849,0.0008744327424210496,103.0,3.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,18,0,0.15625,nan,9.047169965261829e-05,nan,72.0,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,19,1,0.0625,0.0,4.9247711459740606e-05,1.3622358892462216e-05,115.5,189.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,20,2,0.125,0.0,0.0003596752107238443,0.001139529253123328,125.0,30.5
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,21,1,0.0625,0.0,2.0427175034705262e-05,2.6175388256888255e-07,77.5,69.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,22,1,0.15625,1.0,0.001643986658228678,0.049148574471473694,71.5,1.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,23,1,0.0,0.0,7.377890417350461e-06,0.00016789471555966884,118.5,49.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,24,1,0.28125,0.0,0.0005852547814574273,1.4239153642847668e-06,46.5,75.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,25,0,0.125,nan,7.24469175962649e-05,nan,69.5,nan
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,26,2,0.03125,0.0,6.377553875467781e-05,8.152736294952945e-07,154.0,115.5
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,27,1,0.09375,0.0,0.0001225610653294833,8.218905804824317e-07,111.5,19.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,28,1,0.0,0.0,9.7750610789615e-06,6.639720595558174e-06,139.5,29.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,29,1,0.15625,0.0,0.00023376886678212798,2.162249256798532e-05,116.0,55.0
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,30,4,0.0,0.0,4.960639907856288e-05,4.7866328263084716e-05,102.5,86.5
evq,32768,bd9e0fda,passkey-L32768-d10p0-t01-s42,31,1,0.0,0.0,3.082957782845932e-06,2.1808619976582122e-07,188.5,68.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,0,0,0.15625,nan,0.0002672436459933772,nan,39.5,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,1,0,0.25,nan,0.0003223040690905066,nan,38.5,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,2,0,0.15625,nan,0.0001073588594868724,nan,88.0,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,3,0,0.03125,nan,0.00016997217587544355,nan,84.5,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,4,0,0.03125,nan,5.807106749751434e-05,nan,115.5,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,5,0,0.09375,nan,0.00020417010718315476,nan,135.0,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,6,0,0.0,nan,3.4667516334152895e-05,nan,108.0,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,7,0,0.0,nan,1.7011702198776926e-05,nan,87.5,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,8,0,0.0,nan,2.2186875133556327e-05,nan,93.5,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,9,0,0.03125,nan,0.00013332895199056504,nan,83.0,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,10,0,0.125,nan,0.00041932999415289106,nan,69.5,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,11,1,0.125,0.0,3.679001280846339e-05,8.70216695147974e-07,103.5,198.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,12,0,0.0,nan,1.5387621580234732e-05,nan,111.0,nan
