arm,target_length,prompt_sha8,example_id,layer,n_frozen_heads_in_layer,hit16_all_heads,hit16_frozen_heads,dense_answer_mass_all_heads,dense_answer_mass_frozen_heads,block_rank_median_all_heads,block_rank_median_frozen_heads
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,13,5,0.0625,0.4,9.098781293122966e-05,0.00015685365546589392,91.0,26.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,14,3,0.09375,0.0,0.00031444361547726266,3.185582579590118e-05,68.0,88.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,15,1,0.15625,1.0,6.687048865373045e-05,0.00012083664478268474,52.5,4.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,16,1,0.15625,1.0,0.0004094727950188352,0.002303006127476692,79.5,7.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,17,4,0.09375,0.25,6.658467080573882e-05,0.00026717788063734815,95.0,67.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,18,0,0.28125,nan,0.000412917643095782,nan,36.0,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,19,1,0.21875,0.0,0.000361886254268029,0.0005648393416777253,42.0,71.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,20,2,0.28125,1.0,0.001787410979907984,0.008143356535583735,48.5,2.5
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,21,1,0.125,0.0,0.00010679496477444677,4.727287897070276e-13,62.0,193.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,22,1,0.09375,1.0,0.002127170220997213,0.06624536216259003,59.0,1.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,23,1,0.09375,0.0,5.534150796811538e-05,0.001415111473761499,76.5,22.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,24,1,0.15625,0.0,0.0005100925120490363,6.929924012410993e-08,56.5,199.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,25,0,0.15625,nan,0.00022031655132010016,nan,106.0,nan
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,26,2,0.09375,0.0,0.00026864132112409554,2.1930676830095308e-07,72.0,91.5
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,27,1,0.09375,0.0,0.00019055892345496637,1.2468173054003273e-06,67.5,72.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,28,1,0.03125,0.0,9.002186453800082e-06,9.36907383675134e-07,94.0,122.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,29,1,0.03125,0.0,0.00010543542094451446,2.3017935745883733e-05,106.0,130.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,30,4,0.0625,0.0,7.814229705929125e-05,7.0378948673344155e-06,118.5,122.0
evq,32768,1d340df0,passkey-L32768-d25p0-t00-s42,31,1,0.09375,0.0,0.00012448907804668216,9.224257269124791e-08,80.5,182.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,0,0,0.15625,nan,0.0002203982037854305,nan,40.0,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,1,0,0.25,nan,0.00030196016085781707,nan,38.5,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,2,0,0.125,nan,0.00010940692586824952,nan,85.0,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,3,0,0.0,nan,0.00014897469759489468,nan,82.0,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,4,0,0.03125,nan,5.6575284606227155e-05,nan,115.5,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,5,0,0.09375,nan,0.00016533918289873828,nan,135.0,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,6,0,0.0,nan,3.302572334733418e-05,nan,107.5,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,7,0,0.0,nan,2.010438779271326e-05,nan,86.5,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,8,0,0.0,nan,2.374750617439858e-05,nan,95.5,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,9,0,0.0,nan,0.00012689968193685982,nan,82.5,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,10,0,0.125,nan,0.0003729403003692162,nan,74.5,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,11,1,0.125,0.0,3.926201303784518e-05,6.900238531670766e-07,108.5,199.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,12,0,0.0,nan,1.3767084186548634e-05,nan,110.5,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,13,5,0.09375,0.4,8.230122134520715e-05,0.000184355141664172,94.5,25.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,14,3,0.09375,0.0,0.00027529587814043157,2.9934856797808607e-05,70.5,81.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,15,1,0.21875,1.0,4.945369364933554e-05,0.000124516140203923,52.5,4.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,16,1,0.125,0.0,0.00037973270594143815,0.001898645656183362,79.5,17.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,17,4,0.09375,0.25,7.117376282089576e-05,0.00029945561916377983,95.0,63.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,18,0,0.28125,nan,0.0005176911260617364,nan,36.0,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,19,1,0.21875,0.0,0.0003478283995121956,0.0009474852122366428,39.5,39.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,20,2,0.28125,1.0,0.0018346308663857972,0.007180381799116731,48.0,3.5
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,21,1,0.125,0.0,6.658588420097707e-05,4.3443699158929316e-13,62.5,193.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,22,1,0.09375,1.0,0.002361863956701992,0.06443646550178528,60.5,1.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,23,1,0.0625,0.0,2.3170115800692403e-05,0.0005660591414198279,77.0,27.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,24,1,0.1875,0.0,0.0003131912736966864,1.710682617783732e-08,53.0,199.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,25,0,0.125,nan,0.00022571655079468915,nan,106.5,nan
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,26,2,0.125,0.0,0.00016821887753876066,1.729419274454358e-07,72.0,91.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,27,1,0.03125,0.0,6.252409400936195e-05,5.018960109737236e-06,67.0,69.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,28,1,0.03125,0.0,1.0539674551764645e-05,3.2122798074851744e-06,94.5,121.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,29,1,0.0,0.0,5.554391778995891e-05,2.739611954893917e-05,106.0,131.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,30,4,0.0625,0.0,5.39313620754686e-05,8.17938339220392e-06,117.0,123.0
evq,32768,16714dd9,passkey-L32768-d25p0-t01-s42,31,1,0.09375,0.0,0.00010769782407981862,1.269505105483404e-07,80.5,181.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,0,0,0.0,nan,9.674356548782936e-06,nan,112.5,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,1,0,0.03125,nan,2.3263303895931786e-05,nan,135.5,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,2,0,0.25,nan,0.00011175369491966611,nan,83.5,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,3,0,0.0625,nan,0.0001281790214281292,nan,96.5,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,4,0,0.0625,nan,0.00011874632637542959,nan,71.0,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,5,0,0.03125,nan,7.36797968805547e-05,nan,79.0,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,6,0,0.0625,nan,7.165730032582078e-05,nan,106.0,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,7,0,0.0,nan,3.929828341116466e-06,nan,107.0,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,8,0,0.15625,nan,5.650468599895271e-05,nan,108.0,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,9,0,0.0625,nan,5.4772310672669675e-05,nan,93.0,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,10,0,0.125,nan,0.0002582572415669171,nan,79.5,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,11,1,0.15625,0.0,0.00021573670242254397,2.2001417164574377e-05,107.5,75.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,12,0,0.03125,nan,1.6027090353165367e-05,nan,98.5,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,13,5,0.21875,0.2,0.0004832091599462629,0.0009710132264444838,65.0,77.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,14,3,0.0625,0.0,0.0004415366578493234,0.0003445926125399031,91.0,68.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,15,1,0.0625,1.0,0.0001595593764185388,0.0007889573462307453,118.0,13.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,16,1,0.0,0.0,1.2152209900642794e-05,1.8495591120881727e-06,127.5,175.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,17,4,0.09375,0.25,0.00013368654793080505,0.0007317076892263685,111.5,69.5
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,18,0,0.15625,nan,0.00016145606225599217,nan,98.5,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,19,1,0.03125,1.0,0.0009237670517656116,0.023763608187437057,94.5,1.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,20,2,0.3125,0.5,0.0022910815990832907,0.0019225259020458907,52.0,37.5
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,21,1,0.125,0.0,2.70991230904131e-05,1.9610757817645208e-07,100.5,57.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,22,1,0.1875,1.0,0.0014053094537916228,0.040847498923540115,85.5,2.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,23,1,0.15625,1.0,0.00023109766917368357,0.006725469138473272,93.5,10.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,24,1,0.0625,0.0,0.00016808174086687058,0.00016338333080057055,84.0,59.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,25,0,0.21875,nan,0.0011964924968064876,nan,59.0,nan
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,26,2,0.1875,0.0,0.00028907457835252153,3.793256274420287e-06,75.0,95.5
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,27,1,0.125,0.0,0.0011338390355789259,9.081576308744843e-07,65.5,99.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,28,1,0.15625,0.0,9.888021331405742e-05,5.580951096817444e-07,92.5,64.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,29,1,0.0,0.0,1.679576599098187e-05,1.4071723626329913e-06,108.0,223.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,30,4,0.15625,0.0,0.0004786508315587131,1.9911493699897864e-05,83.5,150.0
evq,32768,5255756c,passkey-L32768-d50p0-t00-s42,31,1,0.0,0.0,1.5532844340834595e-06,6.25600205239607e-06,143.0,114.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,0,0,0.0,nan,1.0535238254569282e-05,nan,112.5,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,1,0,0.03125,nan,1.9564386330106487e-05,nan,135.5,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,2,0,0.25,nan,0.00011315350127965446,nan,83.5,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,3,0,0.0625,nan,0.00014330925833067054,nan,97.5,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,4,0,0.0625,nan,0.00011184405710906731,nan,72.5,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,5,0,0.03125,nan,7.846806081035496e-05,nan,83.0,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,6,0,0.0625,nan,6.0066289114315066e-05,nan,106.5,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,7,0,0.0,nan,3.629679479767484e-06,nan,107.0,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,8,0,0.15625,nan,4.7927355006709485e-05,nan,106.5,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,9,0,0.0625,nan,4.803032823777571e-05,nan,93.0,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,10,0,0.125,nan,0.0001890575570395736,nan,79.5,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,11,1,0.15625,0.0,0.00022334326657017905,2.116551695507951e-05,108.5,77.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,12,0,0.03125,nan,1.4279474456209364e-05,nan,98.5,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,13,5,0.21875,0.2,0.0003948952113870252,0.0009270509146631411,65.0,77.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,14,3,0.0625,0.0,0.0005094543676606781,0.00028885454647327907,90.5,66.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,15,1,0.03125,0.0,0.00010520020711003719,0.0003959940222557634,116.5,23.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,16,1,0.0,0.0,9.96694162157404e-06,1.2566392797452863e-06,127.5,176.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,17,4,0.0625,0.25,6.799981852995173e-05,0.0003151761738990899,111.5,77.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,18,0,0.15625,nan,0.00010165154220741508,nan,101.5,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,19,1,0.03125,1.0,0.0006916354597898966,0.017368413507938385,94.5,1.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,20,2,0.28125,0.0,0.0014843514776393344,0.0010375393903814256,55.5,42.5
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,21,1,0.125,0.0,1.461400770898355e-05,1.6665120483594364e-07,102.0,58.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,22,1,0.1875,1.0,0.0010674304876847063,0.029351919889450073,81.5,3.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,23,1,0.15625,1.0,0.0001161354676813547,0.003282257355749607,91.0,15.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,24,1,0.0625,0.0,7.116498827953376e-05,0.0003152277204208076,83.0,54.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,25,0,0.21875,nan,0.0065117530536988955,nan,63.0,nan
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,26,2,0.15625,0.0,0.00023134050970871056,3.743009719059387e-06,83.5,95.5
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,27,1,0.15625,0.0,0.0008471043952841686,3.9742349144944455e-07,66.0,100.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,28,1,0.15625,0.0,6.48561329186024e-05,1.4423147831621463e-07,92.0,64.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,29,1,0.0,0.0,1.0017774314359005e-05,8.138804332702421e-07,107.5,225.0
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,30,4,0.15625,0.0,0.0017886458396672166,1.8973511743517607e-05,83.0,150.5
evq,32768,629c416b,passkey-L32768-d50p0-t01-s42,31,1,0.0,0.0,1.6438220333831054e-06,7.026341336313635e-06,143.5,115.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,0,0,0.0,nan,6.585752936944943e-06,nan,111.5,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,1,0,0.0,nan,7.786451347968626e-06,nan,158.5,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,2,0,0.0,nan,3.9657582888180665e-05,nan,157.5,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,3,0,0.03125,nan,3.237050396369401e-05,nan,176.5,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,4,0,0.0,nan,2.535746731840982e-05,nan,163.5,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,5,0,0.0,nan,3.7376072231642965e-05,nan,86.5,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,6,0,0.0,nan,2.3597605504413358e-05,nan,128.5,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,7,0,0.0625,nan,2.479040527383354e-05,nan,149.0,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,8,0,0.15625,nan,6.712774116157341e-05,nan,120.0,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,9,0,0.0,nan,0.00011795760917899734,nan,117.5,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,10,0,0.03125,nan,5.8423014371644655e-05,nan,125.0,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,11,1,0.0,0.0,6.823459763485973e-05,4.717576666735113e-05,122.5,91.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,12,0,0.09375,nan,2.972642965011425e-05,nan,78.0,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,13,5,0.125,0.2,0.0001948529522670505,8.152296676549043e-05,102.0,169.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,14,3,0.0,0.0,5.8633690632587475e-05,6.928479773904428e-05,113.0,90.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,15,1,0.03125,0.0,8.105531644392864e-05,5.851651440025307e-05,177.0,74.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,16,1,0.21875,0.0,0.00037306095809095996,1.132047145802062e-06,127.5,141.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,17,4,0.0,0.0,8.697108906124872e-05,9.834273578235297e-05,116.0,90.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,18,0,0.3125,nan,0.0006289997597468788,nan,93.0,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,19,1,0.0,0.0,7.536923013276835e-05,0.0008292412385344505,143.0,63.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,20,2,0.0625,0.0,1.4646002447217916e-05,0.00017707803635858,150.0,152.5
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,21,1,0.25,1.0,0.0001227254854698134,0.0010526415426284075,87.0,7.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,22,1,0.25,1.0,0.001399801822764839,0.020169459283351898,85.0,3.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,23,1,0.0625,0.0,3.202139238630561e-05,0.00024349833256565034,126.0,50.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,24,1,0.15625,1.0,0.0013488869314635563,0.021209435537457466,127.0,1.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,25,0,0.21875,nan,4.332965519531551e-05,nan,71.0,nan
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,26,2,0.1875,0.0,0.0001725738874801115,6.363261384478847e-08,113.5,116.5
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,27,1,0.09375,0.0,0.00015585168108449721,4.905394979104472e-10,112.0,158.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,28,1,0.0,0.0,3.694593527535602e-05,9.700336534024245e-09,133.5,62.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,29,1,0.125,0.0,0.0006406677350397882,4.518921559792943e-05,136.0,92.0
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,30,4,0.125,0.0,0.00039401386096530233,2.1381349756266488e-06,83.5,132.5
evq,32768,a3b651b8,passkey-L32768-d75p0-t00-s42,31,1,0.15625,1.0,0.00018818555957664688,0.0037125428207218647,160.0,11.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,0,0,0.0,nan,7.309862541189467e-06,nan,111.5,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,1,0,0.0,nan,9.309373883797933e-06,nan,158.5,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,2,0,0.0,nan,3.3562087997762724e-05,nan,157.5,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,3,0,0.03125,nan,3.379750928195202e-05,nan,175.0,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,4,0,0.0,nan,3.3926533006101156e-05,nan,164.0,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,5,0,0.0,nan,4.0028211978127004e-05,nan,86.5,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,6,0,0.0,nan,2.4405067299776518e-05,nan,129.0,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,7,0,0.0625,nan,2.3774400035220013e-05,nan,149.0,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,8,0,0.15625,nan,6.378232516800176e-05,nan,120.0,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,9,0,0.0,nan,0.00012058745751887881,nan,117.5,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,10,0,0.0625,nan,6.135806184737191e-05,nan,123.5,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,11,1,0.0,0.0,6.830020172769162e-05,6.326587026705965e-05,123.0,91.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,12,0,0.09375,nan,2.7630540415195725e-05,nan,79.5,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,13,5,0.125,0.2,0.00020822563366828563,8.379129664235486e-05,101.5,168.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,14,3,0.0,0.0,5.575427627093372e-05,6.508895329204734e-05,113.0,89.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,15,1,0.03125,0.0,8.40216674746158e-05,4.671188071370125e-05,178.0,81.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,16,1,0.1875,0.0,0.0003995928516635449,1.1891020221810322e-06,127.5,142.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,17,4,0.0,0.0,7.206081202885308e-05,8.717349055586965e-05,116.5,95.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,18,0,0.3125,nan,0.0006375131673482189,nan,92.0,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,19,1,0.0,0.0,6.52447204465582e-05,0.00034895812859758735,144.5,108.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,20,2,0.0625,0.0,1.2863333014864798e-05,0.00015108879836134292,151.0,156.5
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,21,1,0.25,1.0,0.00011640656384897898,0.00121815106831491,91.5,7.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,22,1,0.25,1.0,0.001696458851826397,0.022635310888290405,85.0,3.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,23,1,0.0625,0.0,7.355989613787303e-05,0.00035839079646393657,126.0,45.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,24,1,0.1875,1.0,0.0014022738095868334,0.010037744417786598,127.0,5.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,25,0,0.21875,nan,7.746557906041152e-05,nan,70.5,nan
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,26,2,0.1875,0.0,0.00044346368201115204,8.782740579249548e-08,117.5,116.5
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,27,1,0.09375,0.0,7.370933869431552e-05,6.405554420219062e-10,112.0,155.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,28,1,0.0,0.0,6.788717126266638e-05,3.8906566857122016e-09,132.0,62.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,29,1,0.125,0.0,0.0004728119048071708,5.07343138451688e-05,135.5,92.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,30,4,0.125,0.0,0.0005000474414026074,1.3533084428918318e-06,83.5,135.0
evq,32768,fe22994b,passkey-L32768-d75p0-t01-s42,31,1,0.15625,1.0,0.00023455649319352145,0.005060532595962286,160.5,10.0
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,0,0,0.0,nan,6.446465334102978e-06,nan,106.0,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,1,0,0.0,nan,2.1525637518141933e-06,nan,228.5,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,2,0,0.0,nan,4.165413912828779e-05,nan,217.5,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,3,0,0.0,nan,4.767556170662572e-05,nan,186.5,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,4,0,0.0,nan,1.3067153994637899e-05,nan,186.0,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,5,0,0.03125,nan,6.404276008009635e-05,nan,108.0,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,6,0,0.0,nan,2.4580333454808645e-05,nan,136.0,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,7,0,0.0,nan,3.923218849814325e-06,nan,136.5,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,8,0,0.15625,nan,0.00014319289379509294,nan,128.0,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,9,0,0.03125,nan,6.39022315346503e-05,nan,89.5,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,10,0,0.15625,nan,0.00017917970854948765,nan,53.0,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,11,1,0.21875,0.0,0.0002089745162518138,1.521071681054309e-06,89.0,159.0
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,12,0,0.0,nan,7.970064565511513e-06,nan,118.0,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,13,5,0.15625,0.0,0.00022058146218545405,7.237813179608032e-05,75.5,146.0
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,14,3,0.1875,0.3333333333333333,0.0003450523114549739,0.00021455353477980074,71.5,29.0
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,15,1,0.15625,1.0,6.503376565960076e-05,0.00022392603568732738,107.5,14.0
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,16,1,0.03125,0.0,1.153319323753195e-05,7.407640805467963e-05,102.5,47.0
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,17,4,0.125,0.5,2.1730636184883213e-05,7.659717942565258e-05,124.0,101.5
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,18,0,0.0625,nan,1.9849188520423684e-05,nan,136.0,nan
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,19,1,0.0625,0.0,5.760650093154997e-05,0.0008550137281417847,144.5,83.0
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,20,2,0.0625,0.5,0.00019107013372366338,0.002365495136473328,146.5,34.5
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,21,1,0.21875,0.0,0.00017901421875289751,2.5138625989878927e-12,61.5,180.0
evq,32768,14506066,passkey-L32768-d90p0-t00-s42,22,1,0.1875,1.0,0.0008965001432140598,0.014067767187952995,148.5,3.0
