arm,prompt_sha256,prompt_sha8,depth_percent,matched_pair,answer_position,layer,gold_token_id,delta_gold_raw,delta_gold_centred,delta_median_vocab,delta_mad_vocab,delta_gold_z,causal_delta_rank,l2_centred,kl_full_abl,kl_abl_full,tvd,gold_rank_full,gold_rank_ablated,gold_logprob_full,gold_logprob_ablated,gold_logit_full,gold_logit_ablated,gap_to_best_competitor_full,gap_to_best_competitor_ablated,best_competitor_id_full,best_competitor_id_ablated,entropy_full,top1_prob_full,gold_prob_full
evq,6cd995c675a4a2ebe7e28c6753b5f14fcbaf8f380ac18f8c7f7218e0e55ff4b8,6cd995c6,10.0,1,0,20,24963,-0.15625,-0.25,0.09375,0.21875,-0.7708466053009033,99552,117.14740753173828,0.0651620626449585,0.06504446268081665,0.14213599264621735,2779,2058,-9.895648002624512,-9.60540771484375,4.28125,4.4375,7.03125,6.375,51279,51279,9.04193115234375,0.057017430663108826,5.039351890445687e-05
evq,6cd995c675a4a2ebe7e28c6753b5f14fcbaf8f380ac18f8c7f7218e0e55ff4b8,6cd995c6,10.0,1,0,21,24963,-0.015625,-0.078125,0.0625,0.1982421875,-0.26580914855003357,77204,107.47551727294922,0.05409204959869385,0.05430954694747925,0.13090798258781433,4007,3666,-10.242412567138672,-10.112619400024414,3.96875,3.984375,6.65625,6.015625,32438,32438,9.092323303222656,0.027704427018761635,3.562679194146767e-05
evq,6cd995c675a4a2ebe7e28c6753b5f14fcbaf8f380ac18f8c7f7218e0e55ff4b8,6cd995c6,10.0,1,0,22,24963,0.125,0.07421875,0.05078125,0.17578125,0.2847850024700165,49187,95.10335540771484,0.03887586295604706,0.03929628059267998,0.11097449064254761,2526,2736,-9.799225807189941,-9.844978332519531,4.21875,4.09375,6.90625,6.65625,51279,51279,9.297733306884766,0.05541107431054115,5.5494547268608585e-05
evq,6cd995c675a4a2ebe7e28c6753b5f14fcbaf8f380ac18f8c7f7218e0e55ff4b8,6cd995c6,10.0,1,0,23,24963,0.375,0.29296875,0.08203125,0.1748046875,1.1304314136505127,16194,94.10429382324219,0.03621940687298775,0.03657602146267891,0.10640277713537216,1827,2575,-9.504892349243164,-9.773092269897461,4.375,4.0,5.625,5.9375,8714,8714,9.47125244140625,0.020653054118156433,7.44865246815607e-05
evq,6cd995c675a4a2ebe7e28c6753b5f14fcbaf8f380ac18f8c7f7218e0e55ff4b8,6cd995c6,10.0,1,0,24,24963,1.078125,0.96875,0.109375,0.1875,3.4848692417144775,124,103.92806243896484,0.09347860515117645,0.096437968313694,0.17692820727825165,1023,3269,-9.192890167236328,-10.326584815979004,4.6875,3.609375,6.625,8.515625,8714,8714,8.496182441711426,0.0766972079873085,0.00010176033538300544
evq,6cd995c675a4a2ebe7e28c6753b5f14fcbaf8f380ac18f8c7f7218e0e55ff4b8,6cd995c6,10.0,1,0,25,24963,-0.09375,-0.154296875,0.060546875,0.33203125,-0.31343984603881836,79108,187.1390838623047,0.17687363922595978,0.18023522198200226,0.23001252114772797,12498,11110,-11.35480785369873,-11.269014358520508,2.09375,2.1875,7.40625,7.875,578,8714,9.311124801635742,0.01928248628973961,1.1713039384630974e-05
evq,6cd995c675a4a2ebe7e28c6753b5f14fcbaf8f380ac18f8c7f7218e0e55ff4b8,6cd995c6,10.0,1,0,26,24963,0.046875,-0.0546875,0.1015625,0.3203125,-0.11515696346759796,69521,180.92239379882812,0.19747717678546906,0.18076986074447632,0.24019160866737366,18670,18270,-11.963688850402832,-12.031229019165039,1.4765625,1.4296875,9.1484375,10.0078125,8714,8714,8.668277740478516,0.05988966301083565,6.371416020556353e-06
evq,6cd995c675a4a2ebe7e28c6753b5f14fcbaf8f380ac18f8c7f7218e0e55ff4b8,6cd995c6,10.0,1,0,27,24963,0.0390625,0.0,0.0390625,0.296875,0.0,63940,166.44287109375,0.3566308617591858,0.2754455804824829,0.28743788599967957,25284,25388,-12.713848114013672,-12.47342586517334,1.0703125,1.03125,11.4296875,10.53125,220,578,6.606779098510742,0.27688300609588623,3.0091644021013053e-06
evq,6cd995c675a4a2ebe7e28c6753b5f14fcbaf8f380ac18f8c7f7218e0e55ff4b8,6cd995c6,10.0,1,0,28,24963,-0.0625,-0.076171875,0.013671875,0.2642822265625,-0.19440288841724396,73195,147.97341918945312,0.6580159664154053,0.5720045566558838,0.4279208183288574,24062,22954,-13.526519775390625,-13.27595329284668,0.7109375,0.7734375,12.7265625,12.4140625,220,922,3.9159438610076904,0.4493482708930969,1.3350794461075566e-06
evq,6cd995c675a4a2ebe7e28c6753b5f14fcbaf8f380ac18f8c7f7218e0e55ff4b8,6cd995c6,10.0,1,0,29,24963,-0.19921875,-0.19921875,0.0,0.25,-0.5374848246574402,89547,141.67213439941406,0.18262514472007751,0.17495569586753845,0.22619982063770294,41726,37237,-13.287217140197754,-13.036046981811523,0.40234375,0.6015625,11.03515625,10.7734375,220,922,8.230132102966309,0.1051822304725647,1.696035383247363e-06
