step,train_loss,val_loss,lr,elapsed_sec
1,11.032665252685547,10.935744285583496,2.9999999999999997e-06,0.5803701877593994
50,7.949636459350586,7.9863961935043335,0.00015,43.64098000526428
100,7.237621307373047,7.020266532897949,0.0003,86.56551218032837
150,6.646404266357422,6.632466793060303,0.00045,129.5872459411621
200,6.594879627227783,6.212873697280884,0.0006,172.65836715698242
250,6.1834540367126465,5.960248947143555,0.0005995467292351614,216.04393768310547
300,5.876548767089844,5.927600622177124,0.0005981511624702299,259.17918825149536
350,5.790956974029541,5.755366027355194,0.0005958175018428611,302.30950927734375
400,5.639026165008545,5.532938659191132,0.0005925530899127599,343.74837946891785
450,5.420600891113281,5.444786965847015,0.0005883681977275744,386.97981810569763
500,5.535861015319824,5.337549567222595,0.0005832759925063802,430.1951816082001
550,5.173246383666992,5.236480534076691,0.0005772924962107378,474.4905755519867
600,5.352579116821289,5.22794508934021,0.0005704365351336736,517.5508599281311
650,5.06009578704834,5.139986038208008,0.0005627296806651974,558.9943907260895
700,4.696109771728516,5.071014583110809,0.0005541961814207284,602.1899049282074
750,4.841997146606445,4.964803516864777,0.0005448628869459807,645.4143714904785
800,5.042871475219727,4.9497111439704895,0.0005347591632383578,688.8302013874054
850,5.095876693725586,4.911523640155792,0.000523916800350662,731.9373228549957
900,4.8124494552612305,4.865728318691254,0.0005123699123678255,773.2875256538391
950,4.747633457183838,4.760045766830444,0.0005001548300713798,816.4044008255005
1000,4.689276218414307,4.679111838340759,0.0004873099866293746,859.4450492858887
1050,4.34649133682251,4.4864009618759155,0.00047387579667141266,903.503808259964
1100,4.186994552612305,4.302950978279114,0.00045989452912927357,946.5818605422974
1150,4.04515266418457,4.153870642185211,0.00044541017424321543,991.5992393493652
1200,4.382233619689941,4.0108537673950195,0.0004304683051524051,1035.1173524856567
1250,4.034096717834473,3.92172309756279,0.0004151159345049614,1078.1260828971863
1300,3.615389347076416,3.82438462972641,0.0003994013665387712,1119.4277584552765
1350,4.3714919090271,3.7324901819229126,0.0003833740450984865,1164.9802827835083
1400,3.71577787399292,3.6870419681072235,0.0003670843980668962,1208.0515534877777
1450,3.596834659576416,3.6079929769039154,0.0003505836787001504,1254.2754883766174
1500,3.9617090225219727,3.581385374069214,0.0003339238043660554,1297.3162610530853
1550,3.78261661529541,3.5351141691207886,0.0003171571931928259,1341.7732782363892
1600,3.731205463409424,3.48739555478096,0.0003003365991422617,1384.9343535900116
1650,3.809828996658325,3.442693203687668,0.0002835149460262663,1428.3829164505005
1700,3.9704630374908447,3.4479126036167145,0.00026674516098895473,1474.1953163146973
1750,3.2911806106567383,3.384728342294693,0.0002500800079782774,1514.3602504730225
1800,3.0859899520874023,3.36468368768692,0.0002335719217311187,1557.3650946617126
1850,3.1868391036987305,3.3423843681812286,0.00021727284279421573,1600.605473279953
1900,2.9087142944335938,3.3298360109329224,0.00020123405409998258,1641.928518295288
1950,3.806896686553955,3.2789990305900574,0.00018550601961143145,1685.092997789383
2000,2.7035257816314697,3.2551757395267487,0.00017013822554387594,1728.2052545547485
2050,2.9377737045288086,3.232221305370331,0.00015517902466298826,1770.8907670974731
2100,3.370034694671631,3.2155557572841644,0.0001406754841491114,1812.3554770946503
2150,3.5687904357910156,3.207896262407303,0.00012667323750649505,1855.6978733539581
2200,3.1871707439422607,3.2109971940517426,0.00011321634098340925,1898.961049079895
2250,3.466550827026367,3.1956384479999542,0.00010034713495488778,1939.1490414142609
2300,3.1601829528808594,3.197347193956375,8.810611070424406e-05,1980.7286179065704
2350,2.7930450439453125,3.1885949075222015,7.653178302251346e-05,2020.8871693611145
2400,2.4950902462005615,3.1567128598690033,6.566056902667127e-05,2063.991110563278
2450,3.6216461658477783,3.14378759264946,5.5526673577910466e-05,2105.3210711479187
2500,3.718355417251587,3.143284887075424,4.6161981660493007e-05,2148.690063238144
2550,2.9882936477661133,3.139960378408432,3.759595805979335e-05,2193.0407786369324
2600,2.892045736312866,3.135963261127472,2.9855554655182855e-05,2240.0599994659424
2650,2.9082279205322266,3.128548890352249,2.2965125619445813e-05,2288.4439039230347
2700,2.6552815437316895,3.1313673853874207,1.6946350791541953e-05,2334.014399290085
2750,3.099778175354004,3.1255984902381897,1.1818167463811967e-05,2374.1435074806213
2800,3.36893367767334,3.1294549107551575,7.596710798250061e-06,2417.2891097068787
2850,3.0880346298217773,3.1241302490234375,4.295263059314625e-06,2457.44753074646
2900,3.2731876373291016,3.123844563961029,1.9242118230103464e-06,2500.8260021209717
2950,3.423624038696289,3.124232232570648,4.910172937311662e-07,2544.5616297721863
3000,2.8820853233337402,3.12419393658638,1.888316970455328e-10,2584.7017092704773
