case,b,L,phi,exact,approx_fit,approx_theory
b1e4,10000.0,16384,0.8250000000000001,0.8241568636330281,0.8261712960369315,0.8260577334232655
b1e4,10000.0,16384,0.828125,0.8269428436662711,0.8276545431703517,0.8275407370370544
b1e4,10000.0,16384,0.83125,0.8298958767113875,0.8291377903037718,0.8290237406508434
b1e4,10000.0,16384,0.8343750000000001,0.8327192417469779,0.8306210374371918,0.8305067442646324
b1e4,10000.0,16384,0.8375,0.8351642913766373,0.8321042845706119,0.8319897478784214
b1e4,10000.0,16384,0.8406250000000001,0.8370699051067276,0.8335875317040322,0.8334727514922105
b1e4,10000.0,16384,0.84375,0.8383791538428498,0.8350707788374523,0.8349557551059994
b1e4,10000.0,16384,0.846875,0.8391351342064264,0.8365540259708724,0.8364387587197883
b1e4,10000.0,16384,0.8500000000000001,0.8394612354126332,0.8380372731042924,0.8379217623335775
b1e4,10000.0,16384,0.853125,0.8395324667967445,0.8395205202377126,0.8394047659473665
b1e4,10000.0,16384,0.8562500000000001,0.8395442647097875,0.8410037673711328,0.8408877695611554
b1e4,10000.0,16384,0.859375,0.8396839569544088,0.8424870145045529,0.8423707731749444
b1e4,10000.0,16384,0.8625,0.8401083381366683,0.843970261637973,0.8438537767887334
b1e4,10000.0,16384,0.8656250000000001,0.8409290440628531,0.8454535087713931,0.8453367804025225
b1e4,10000.0,16384,0.86875,0.8422059044792656,0.8469367559048132,0.8468197840163114
b1e4,10000.0,16384,0.8718750000000001,0.8439473526034627,0.8484200030382334,0.8483027876301004
b1e4,10000.0,16384,0.875,0.8461163110599501,0.8499032501716535,0.8497857912438894
b1e4,10000.0,16384,0.878125,0.8486397112684652,0.8513864973050735,0.8512687948576785
b1e4,10000.0,16384,0.8812500000000001,0.8514198481881963,0.8528697444384937,0.8527517984714674
b1e4,10000.0,16384,0.884375,0.8543460221484497,0.8543529915719138,0.8542348020852564
b1e4,10000.0,16384,0.8875000000000001,0.8573052784664541,0.855836238705334,0.8557178056990454
b1e4,10000.0,16384,0.890625,0.8601914458197784,0.8573194858387541,0.8572008093128345
b1e4,10000.0,16384,0.89375,0.8629120403274797,0.8588027329721741,0.8586838129266234
b1e4,10000.0,16384,0.8968750000000001,0.8653929101077376,0.8602859801055943,0.8601668165404124
b1e4,10000.0,16384,0.9,0.8675807291095554,0.8617692272390144,0.8616498201542014
b1e4,10000.0,16384,0.9031250000000001,0.8694436073461415,0.8632524743724346,0.8631328237679905
b1e4,10000.0,16384,0.90625,0.8709701744190528,0.8647357215058546,0.8646158273817794
b1e4,10000.0,16384,0.909375,0.8721675265485236,0.8662189686392747,0.8660988309955684
b1e4,10000.0,16384,0.9125000000000001,0.8730584182098811,0.8677022157726949,0.8675818346093574
b1e4,10000.0,16384,0.915625,0.8736780415819313,0.869185462906115,0.8690648382231465
b1e4,10000.0,16384,0.9187500000000001,0.8740706823372288,0.8706687100395352,0.8705478418369355
b1e4,10000.0,16384,0.921875,0.8742864785212321,0.8721519571729552,0.8720308454507244
b1e4,10000.0,16384,0.925,0.8743784475702998,0.8736352043063753,0.8735138490645135
b1e4,10000.0,16384,0.9281250000000001,0.8743998897783907,0.8751184514397955,0.8749968526783025
b1e4,10000.0,16384,0.93125,0.8744022276286159,0.8766016985732157,0.8764798562920915
b1e4,10000.0,16384,0.9343750000000001,0.8744333006801062,0.8780849457066358,0.8779628599058804
