step,train_loss,val_loss,lr,elapsed_sec
1,5.811507225036621,5.639285564422607,2.9999999999999997e-06,0.34015512466430664
50,2.0470261573791504,2.0923312604427338,0.00015,36.637582302093506
100,0.11068975925445557,0.09561370173469186,0.0003,76.24984121322632
150,0.021127181127667427,0.024229104397818446,0.00045,117.44132995605469
200,0.028084537014365196,0.03021534951403737,0.0006,161.55218148231506
250,0.02015461027622223,0.0229910290800035,0.0005964524757330841,204.70733737945557
300,0.03708678483963013,0.03167159971781075,0.0005856067880837029,246.49292492866516
350,0.02107095904648304,0.022661792812868953,0.0005677285134371153,289.56359457969666
400,0.020048728212714195,0.02274122810922563,0.000543257874249712,334.3876850605011
450,0.020517926663160324,0.02288041729480028,0.0005127974188716822,379.5606713294983
500,0.02149440534412861,0.02193375863134861,0.00047709718480688833,424.284875869751
550,0.029742158949375153,0.029610019642859697,0.0004370362303002898,465.72557044029236
600,0.01924527995288372,0.02204197086393833,0.00039360098900652444,505.9263458251953
650,0.021624194458127022,0.022087923251092434,0.00034786098071954585,546.3917536735535
700,0.0494680255651474,0.021975029492750764,0.00030094247624576386,586.4927845001221
750,0.019441766664385796,0.021884361747652292,0.0002540007648789118,626.5861477851868
800,0.021907055750489235,0.021682402351871133,0.00020819170734344978,667.049124956131
850,0.018427036702632904,0.021532657090574503,0.00016464327466744644,707.8128588199615
900,0.01986919716000557,0.021463630022481084,0.00012442777379234704,747.5827763080597
950,0.019447440281510353,0.02133223321288824,8.853544381729156e-05,788.3893513679504
1000,0.019179973751306534,0.021246902411803603,5.7850073026079904e-05,829.2505559921265
1050,0.01995895244181156,0.021128115244209766,3.312723708649866e-05,870.0659701824188
1100,0.019823212176561356,0.021170857129618526,1.4975694269768457e-05,910.527617931366
1150,0.019950702786445618,0.02106032008305192,3.8423958015542545e-06,950.6228873729706
1200,0.018639158457517624,0.0210566024761647,1.4804394425360633e-09,991.0779600143433
