step,train_loss,val_loss,lr,elapsed_sec
1,11.006237983703613,10.982110500335693,6e-07,1.6831395626068115
100,7.981551170349121,7.760065019130707,5.9999999999999995e-05,159.71111297607422
200,7.204343795776367,6.565339267253876,0.00011999999999999999,319.51253056526184
300,6.38947868347168,6.147131443023682,0.00017999999999999998,479.3167235851288
400,6.057947158813477,5.749508619308472,0.00023999999999999998,639.1929309368134
500,5.312002182006836,5.458741307258606,0.0003,799.2581825256348
600,5.380837440490723,5.210285663604736,0.0002999196204822032,959.4261102676392
700,5.1061110496521,4.99792742729187,0.000299675314262394,1119.3813729286194
800,5.04750919342041,4.903823971748352,0.0002992673402839497,1279.285321712494
900,4.5783796310424805,4.824696958065033,0.000298696144660426,1439.3092229366302
1000,4.331976413726807,4.717001497745514,0.0002979623519858508,1599.3422033786774
1100,4.4393510818481445,4.563839495182037,0.0002970667646517405,1759.3727855682373
1200,4.054234027862549,4.491006791591644,0.00029601036196969595,1919.50572681427
1300,4.231972694396973,4.445541083812714,0.0002947942991005401,2079.5782918930054
1400,4.143864631652832,4.345159411430359,0.00029341990579116625,2239.5932688713074
1500,3.375211715698242,4.292330324649811,0.0002918886849204797,2399.5710241794586
1600,3.621664047241211,4.254631698131561,0.00029020231085602114,2559.5511977672577
1700,3.479775905609131,4.191924661397934,0.0002883626276230712,2719.531464576721
1800,3.877333641052246,4.191084086894989,0.000286371646888235,2879.658623456955
1900,3.2289364337921143,4.150060057640076,0.0002842315457597149,3039.789831161499
2000,3.043611526489258,4.149982929229736,0.0002819446644066742,3199.7316269874573
2100,3.5196521282196045,4.07514488697052,0.00027951350350029685,3362.000958919525
2200,3.251901626586914,4.0244810581207275,0.00027694072147934007,3522.182071685791
2300,2.781583786010742,4.041948437690735,0.00027422913164317045,3682.177639245987
2400,2.677783489227295,4.048714220523834,0.0002713816990754628,3842.062884092331
2500,3.2424330711364746,3.985671818256378,0.0002684015374019242,4002.1278965473175
2600,3.2176220417022705,4.003038823604584,0.0002652919053855905,4162.138081789017
2700,2.9204843044281006,4.013760298490524,0.0002620562033634164,4322.201146602631
2800,2.7966418266296387,3.9942555129528046,0.00025869796952805697,4482.112323760986
2900,2.4096627235412598,4.024118006229401,0.0002552208760589061,4642.142466783524
3000,2.3637070655822754,4.049537688493729,0.00025162872510662215,4802.154752492905
3100,2.6189937591552734,4.02023446559906,0.00024792544463553203,4962.1479370594025
3200,1.6619309186935425,4.059567868709564,0.00024411508412845983,5122.099421977997
