L,index,theta_sigmoid,log_theta_sigmoid,k,x0
131072,16,0.9923822519237427,-0.007646911319027992,0.4575669676770098,31.5
131072,17,0.9879917314539172,-0.012080950243057345,0.4575669676770098,31.5
131072,18,0.9811018293091143,-0.019079023265438085,0.4575669676770098,31.5
131072,19,0.970333096611395,-0.03011586786405383,0.4575669676770098,31.5
131072,20,0.9536079687353115,-0.04750262623017881,0.4575669676770098,31.5
131072,21,0.9278884618114474,-0.07484374543310192,0.4575669676770098,31.5
131072,22,0.8889469032712854,-0.1177177716059318,0.4575669676770098,31.5
131072,23,0.8313919058862265,-0.18465398773393196,0.4575669676770098,31.5
131072,24,0.7494301143493306,-0.2884422088164651,0.4575669676770098,31.5
131072,25,0.6391145792318722,-0.4476715304567364,0.4575669676770098,31.5
131072,26,0.5025698762316038,-0.6880205915391384,0.4575669676770098,31.5
131072,27,0.3527262432236915,-1.042063037863168,0.4575669676770098,31.5
131072,28,0.21325756571180168,-1.5452546151069666,0.4575669676770098,31.5
131072,29,0.1080422847603958,-2.225232602924829,0.4575669676770098,31.5
131072,30,0.0457740171692701,-3.084038659558235,0.4575669676770098,31.5
131072,31,0.01689627685092114,-4.080661986002972,0.4575669676770098,31.5
131072,32,0.005918463628544792,-5.129678385973209,0.4575669676770098,31.5
131072,33,0.0021846454863291742,-6.1263017124179475,0.4575669676770098,31.5
131072,34,0.0009255635441417115,-6.985107769051354,0.4575669676770098,31.5
131072,35,0.0004689165407390092,-7.665085756869217,0.4575669676770098,31.5
131072,36,0.0002835059821068717,-8.168277334113014,0.4575669676770098,31.5
131072,37,0.00019897730590186843,-8.522319780437044,0.4575669676770098,31.5
131072,38,0.00015646646665483084,-8.762668841519446,0.4575669676770098,31.5
131072,39,0.00013343472337887293,-8.921898163159717,0.4575669676770098,31.5
131072,40,0.00012028021838077026,-9.025686384242249,0.4575669676770098,31.5
131072,41,0.00011249265803391015,-9.09262260037025,0.4575669676770098,31.5
131072,42,0.00010777157397213184,-9.13549662654308,0.4575669676770098,31.5
131072,43,0.00010486489551112018,-9.162837745746003,0.4575669676770098,31.5
131072,44,0.00010305739374367514,-9.180224504112127,0.4575669676770098,31.5
131072,45,0.00010192621908616695,-9.191261348710745,0.4575669676770098,31.5
131072,46,0.00010121542196799676,-9.198259421733125,0.4575669676770098,31.5
131072,47,0.00010076762236139254,-9.202693460657155,0.4575669676770098,31.5
131072,48,0.00010048504727705843,-9.20550162484733,0.4575669676770098,31.5
