model,length,loss,ppl,status
Standard,512,0.03805845696479082,1.0387919557284246,ok
Standard,1024,0.022244584746658802,1.022493840286159,ok
Standard,2048,0.019937412813305855,1.0201374904931242,ok
Standard,4096,0.019915237091481686,1.0201148684587433,ok
