ratio_L_over_b,L,p,C_geo,C_hybrid,delta_C_hybrid_minus_geo
1000.0,10000000,0.08080808080808081,0.022450153516114305,0.019692334420292067,-0.002757819095822237
1000.0,10000000,0.09090909090909091,0.02428004510342732,0.021177465612916547,-0.003102579490510772
1000.0,10000000,0.10101010101010102,0.02610993669074034,0.02266259680554103,-0.0034473398851993103
1000.0,10000000,0.11111111111111112,0.027939828278053355,0.024147727998165513,-0.0037921002798878417
1000.0,10000000,0.12121212121212122,0.02976971986536637,0.025632859190789996,-0.004136860674576373
1000.0,10000000,0.13131313131313133,0.03159961145267939,0.027117990383414482,-0.0044816210692649044
1000.0,10000000,0.14141414141414144,0.033429503039992405,0.028603121576038962,-0.004826381463953443
1000.0,10000000,0.15151515151515152,0.035259394627305415,0.030088252768663448,-0.005171141858641967
1000.0,10000000,0.16161616161616163,0.03708928621461843,0.03157338396128793,-0.0055159022533305055
1000.0,10000000,0.17171717171717174,0.03891917780193145,0.033058515153912414,-0.005860662648019037
1000.0,10000000,0.18181818181818182,0.04074906938924446,0.034543646346536894,-0.006205423042707568
1000.0,10000000,0.19191919191919193,0.04257896097655748,0.03602877753916138,-0.0065501834373961
1000.0,10000000,0.20202020202020204,0.0444088525638705,0.03751390873178586,-0.006894943832084638
1000.0,10000000,0.21212121212121213,0.04623874415118351,0.03899903992441034,-0.007239704226773169
1000.0,10000000,0.22222222222222224,0.048068635738496526,0.040484171117034826,-0.007584464621461701
1000.0,10000000,0.23232323232323235,0.049898527325809544,0.04196930230965931,-0.007929225016150232
1000.0,10000000,0.24242424242424243,0.05172841891312256,0.04345443350228379,-0.00827398541083877
1000.0,10000000,0.25252525252525254,0.05355831050043557,0.04493956469490827,-0.008618745805527302
1000.0,10000000,0.26262626262626265,0.05538820208774859,0.04642469588753276,-0.008963506200215833
1000.0,10000000,0.27272727272727276,0.05721809367506161,0.047909827080157244,-0.009308266594904364
1000.0,10000000,0.2828282828282829,0.059047985262374626,0.049394958272781724,-0.009653026989592903
1000.0,10000000,0.29292929292929293,0.06087787684968763,0.0508800894654062,-0.009997787384281427
1000.0,10000000,0.30303030303030304,0.06270776843700065,0.05236522065803069,-0.010342547778969965
1000.0,10000000,0.31313131313131315,0.06453766002431367,0.05385035185065517,-0.010687308173658504
1000.0,10000000,0.32323232323232326,0.06636755161162669,0.055335483043279655,-0.011032068568347035
1000.0,10000000,0.33333333333333337,0.0681974431989397,0.056820614235904135,-0.01137682896303556
1000.0,10000000,0.3434343434343435,0.07002733478625273,0.05830574542852862,-0.011721589357724105
1000.0,10000000,0.3535353535353536,0.07185722637356574,0.05979087662115311,-0.012066349752412636
1000.0,10000000,0.36363636363636365,0.07368711796087875,0.06127600781377759,-0.01241111014710116
1000.0,10000000,0.37373737373737376,0.07551700954819177,0.06276113900640207,-0.012755870541789699
1000.0,10000000,0.38383838383838387,0.07734690113550478,0.06424627019902655,-0.01310063093647823
1000.0,10000000,0.393939393939394,0.0791767927228178,0.06573140139165104,-0.013445391331166762
1000.0,10000000,0.4040404040404041,0.08100668431013082,0.06721653258427551,-0.013790151725855307
1000.0,10000000,0.4141414141414142,0.08283657589744384,0.06870166377690001,-0.014134912120543824
1000.0,10000000,0.42424242424242425,0.08466646748475684,0.07018679496952447,-0.01447967251523237
1000.0,10000000,0.43434343434343436,0.08649635907206986,0.07167192616214897,-0.014824432909920887
1000.0,10000000,0.4444444444444445,0.08832625065938288,0.07315705735477346,-0.015169193304609419
1000.0,10000000,0.4545454545454546,0.0901561422466959,0.07464218854739793,-0.015513953699297964
1000.0,10000000,0.4646464646464647,0.0919860338340089,0.07612731974002242,-0.01585871409398648
1000.0,10000000,0.4747474747474748,0.09381592542132192,0.0776124509326469,-0.016203474488675013
1000.0,10000000,0.48484848484848486,0.09564581700863495,0.07909758212527138,-0.01654823488336357
1000.0,10000000,0.494949494949495,0.09747570859594795,0.08058271331789586,-0.01689299527805209
1000.0,10000000,0.5050505050505051,0.09930560018326097,0.08206784451052035,-0.01723775567274062
1000.0,10000000,0.5151515151515152,0.101135491770574,0.08355297570314484,-0.017582516067429166
1000.0,10000000,0.5252525252525253,0.102965383357887,0.08503810689576932,-0.017927276462117683
1000.0,10000000,0.5353535353535354,0.10479527494520001,0.0865232380883938,-0.018272036856806215
1000.0,10000000,0.5454545454545455,0.10662516653251304,0.0880083692810183,-0.018616797251494746
1000.0,10000000,0.5555555555555556,0.10845505811982604,0.08949350047364275,-0.01896155764618329
1000.0,10000000,0.5656565656565657,0.11028494970713908,0.09097863166626725,-0.019306318040871823
1000.0,10000000,0.5757575757575758,0.11211484129445208,0.09246376285889173,-0.019651078435560354
1000.0,10000000,0.5858585858585859,0.11394473288176508,0.09394889405151621,-0.01999583883024887
1000.0,10000000,0.595959595959596,0.11577462446907812,0.0954340252441407,-0.020340599224937417
1000.0,10000000,0.6060606060606061,0.11760451605639112,0.09691915643676519,-0.020685359619625934
1000.0,10000000,0.6161616161616162,0.11943440764370415,0.09840428762938966,-0.021030120014314493
1000.0,10000000,0.6262626262626263,0.12126429923101716,0.09988941882201414,-0.02137488040900301
1000.0,10000000,0.6363636363636365,0.12309419081833017,0.10137455001463863,-0.021719640803691542
1000.0,10000000,0.6464646464646465,0.1249240824056432,0.10285968120726312,-0.022064401198380088
1000.0,10000000,0.6565656565656566,0.1267539739929562,0.10434481239988759,-0.02240916159306862
1000.0,10000000,0.6666666666666667,0.1285838655802692,0.10582994359251208,-0.022753921987757136
1000.0,10000000,0.6767676767676768,0.13041375716758224,0.10731507478513655,-0.023098682382445695
1000.0,10000000,0.686868686868687,0.13224364875489525,0.10880020597776105,-0.0234434427771342
1000.0,10000000,0.696969696969697,0.13407354034220828,0.11028533717038552,-0.023788203171822758
1000.0,10000000,0.7070707070707072,0.13590343192952128,0.11177046836301002,-0.024132963566511262
1000.0,10000000,0.7171717171717172,0.13773332351683432,0.1132555995556345,-0.02447772396119982
1000.0,10000000,0.7272727272727273,0.13956321510414732,0.11474073074825897,-0.024822484355888352
1000.0,10000000,0.7373737373737375,0.14139310669146032,0.11622586194088345,-0.02516724475057687
1000.0,10000000,0.7474747474747475,0.14322299827877336,0.11771099313350794,-0.025512005145265415
1000.0,10000000,0.7575757575757577,0.14505288986608636,0.11919612432613243,-0.025856765539953933
1000.0,10000000,0.7676767676767677,0.1468827814533994,0.12068125551875691,-0.026201525934642478
1000.0,10000000,0.7777777777777778,0.1487126730407124,0.12216638671138139,-0.02654628632933101
1000.0,10000000,0.787878787878788,0.15054256462802543,0.12365151790400587,-0.026891046724019554
1000.0,10000000,0.797979797979798,0.1523724562153384,0.12513664909663036,-0.027235807118708044
1000.0,10000000,0.8080808080808082,0.15420234780265146,0.12662178028925483,-0.02758056751339663
1000.0,10000000,0.8181818181818182,0.15603223938996444,0.1281069114818793,-0.027925327908085135
1000.0,10000000,0.8282828282828284,0.1578621309772775,0.12959204267450383,-0.028270088302773666
1000.0,10000000,0.8383838383838385,0.15969202256459047,0.1310771738671283,-0.02861484869746217
1000.0,10000000,0.8484848484848485,0.1615219141519035,0.13256230505975275,-0.028959609092150757
1000.0,10000000,0.8585858585858587,0.1633518057392165,0.13404743625237725,-0.02930436948683926
1000.0,10000000,0.8686868686868687,0.16518169732652954,0.13553256744500175,-0.02964912988152779
1000.0,10000000,0.8787878787878789,0.16701158891384257,0.13701769863762622,-0.02999389027621635
1000.0,10000000,0.888888888888889,0.16884148050115558,0.1385028298302507,-0.030338650670904882
1000.0,10000000,0.8989898989898991,0.1706713720884686,0.1399879610228752,-0.030683411065593413
1000.0,10000000,0.9090909090909092,0.1725012636757816,0.14147309221549967,-0.031028171460281945
1000.0,10000000,0.9191919191919192,0.17433115526309462,0.14295822340812414,-0.031372931854970476
1000.0,10000000,0.9292929292929294,0.17616104685040762,0.14444335460074864,-0.03171769224965898
1000.0,10000000,0.9393939393939394,0.17799093843772065,0.1459284857933731,-0.03206245264434754
1000.0,10000000,0.9494949494949496,0.17982083002503366,0.14741361698599761,-0.03240721303903604
1000.0,10000000,0.9595959595959597,0.1816507216123467,0.1488987481786221,-0.0327519734337246
1000.0,10000000,0.9696969696969697,0.1834806131996597,0.15038387937124656,-0.03309673382841313
1000.0,10000000,0.9797979797979799,0.18531050478697272,0.15186901056387103,-0.03344149422310169
1000.0,10000000,0.98989898989899,0.1871403963742857,0.15335414175649553,-0.03378625461779017
1000.0,10000000,1.0,0.18897028796159873,0.15483927294912,-0.03413101501247873
