ratio_L_over_b,L,p,C_geo,C_hybrid,delta_C_hybrid_minus_geo
100.0,1000000,0.5151515151515152,0.11605897816432864,0.09567902517268419,-0.020379952991644454
100.0,1000000,0.5252525252525253,0.11818173815563077,0.0974015914360259,-0.02078014671960486
100.0,1000000,0.5353535353535354,0.12030449814693289,0.09912415769936765,-0.02118034044756524
100.0,1000000,0.5454545454545455,0.12242725813823503,0.1008467239627094,-0.021580534175525634
100.0,1000000,0.5555555555555556,0.12455001812953713,0.10256929022605112,-0.021980727903486014
100.0,1000000,0.5656565656565657,0.1266727781208393,0.10429185648939288,-0.02238092163144642
100.0,1000000,0.5757575757575758,0.12879553811214142,0.10601442275273461,-0.022781115359406814
100.0,1000000,0.5858585858585859,0.13091829810344352,0.10773698901607633,-0.023181309087367194
100.0,1000000,0.595959595959596,0.13304105809474565,0.10945955527941809,-0.02358150281532756
100.0,1000000,0.6060606060606061,0.13516381808604777,0.11118212154275982,-0.023981696543287953
100.0,1000000,0.6161616161616162,0.1372865780773499,0.11290468780610156,-0.024381890271248333
100.0,1000000,0.6262626262626263,0.13940933806865205,0.1146272540694433,-0.024782083999208754
100.0,1000000,0.6363636363636365,0.14153209805995418,0.11634982033278504,-0.025182277727169133
100.0,1000000,0.6464646464646465,0.14365485805125627,0.11807238659612677,-0.0255824714551295
100.0,1000000,0.6565656565656566,0.1457776180425584,0.11979495285946849,-0.025982665183089906
100.0,1000000,0.6666666666666667,0.14790037803386055,0.12151751912281025,-0.0263828589110503
100.0,1000000,0.6767676767676768,0.15002313802516268,0.12324008538615198,-0.026783052639010693
100.0,1000000,0.686868686868687,0.1521458980164648,0.12496265164949373,-0.027183246366971073
100.0,1000000,0.696969696969697,0.15426865800776693,0.12668521791283546,-0.027583440094931466
100.0,1000000,0.7070707070707072,0.15639141799906905,0.1284077841761772,-0.027983633822891846
100.0,1000000,0.7171717171717172,0.15851417799037118,0.13013035043951893,-0.028383827550852253
100.0,1000000,0.7272727272727273,0.1606369379816733,0.13185291670286067,-0.028784021278812633
100.0,1000000,0.7373737373737375,0.16275969797297543,0.13357548296620242,-0.029184215006773012
100.0,1000000,0.7474747474747475,0.16488245796427756,0.13529804922954414,-0.02958440873473342
100.0,1000000,0.7575757575757577,0.1670052179555797,0.1370206154928859,-0.0299846024626938
100.0,1000000,0.7676767676767677,0.1691279779468818,0.13874318175622763,-0.03038479619065418
100.0,1000000,0.7777777777777778,0.17125073793818393,0.14046574801956935,-0.030784989918614586
100.0,1000000,0.787878787878788,0.17337349792948606,0.14218831428291112,-0.031185183646574938
100.0,1000000,0.797979797979798,0.1754962579207882,0.14391088054625284,-0.03158537737453537
100.0,1000000,0.8080808080808082,0.17761901791209034,0.14563344680959459,-0.03198557110249575
100.0,1000000,0.8181818181818182,0.17974177790339246,0.14735601307293633,-0.03238576483045613
100.0,1000000,0.8282828282828284,0.1818645378946946,0.14907857933627808,-0.03278595855841651
100.0,1000000,0.8383838383838385,0.1839872978859967,0.1508011455996198,-0.03318615228637689
100.0,1000000,0.8484848484848485,0.18611005787729884,0.15252371186296154,-0.0335863460143373
100.0,1000000,0.8585858585858587,0.18823281786860097,0.15424627812630326,-0.033986539742297706
100.0,1000000,0.8686868686868687,0.1903555778599031,0.155968844389645,-0.034386733470258085
100.0,1000000,0.8787878787878789,0.19247833785120522,0.15769141065298675,-0.034786927198218465
100.0,1000000,0.888888888888889,0.19460109784250731,0.15941397691632847,-0.035187120926178844
100.0,1000000,0.8989898989898991,0.1967238578338095,0.16113654317967022,-0.03558731465413928
100.0,1000000,0.9090909090909092,0.1988466178251116,0.16285910944301196,-0.03598750838209963
100.0,1000000,0.9191919191919192,0.20096937781641372,0.16458167570635368,-0.03638770211006004
100.0,1000000,0.9292929292929294,0.20309213780771584,0.16630424196969545,-0.03678789583802039
100.0,1000000,0.9393939393939394,0.20521489779901797,0.16802680823303717,-0.0371880895659808
100.0,1000000,0.9494949494949496,0.20733765779032012,0.16974937449637892,-0.037588283293941205
100.0,1000000,0.9595959595959597,0.20946041778162222,0.17147194075972066,-0.03798847702190156
100.0,1000000,0.9696969696969697,0.21158317777292435,0.17319450702306238,-0.038388670749861964
100.0,1000000,0.9797979797979799,0.21370593776422647,0.17491707328640413,-0.038788864477822343
100.0,1000000,0.98989898989899,0.21582869775552863,0.17663963954974587,-0.03918905820578275
100.0,1000000,1.0,0.21795145774683072,0.1783622058130876,-0.03958925193374313
1000.0,10000000,0.0,0.0078110208176101785,0.007811284879296202,2.6406168602329666e-07
1000.0,10000000,0.010101010101010102,0.009640912404923195,0.009296416071920685,-0.0003444963330025107
1000.0,10000000,0.020202020202020204,0.01147080399223621,0.010781547264545168,-0.000689256727691042
1000.0,10000000,0.030303030303030304,0.013300695579549226,0.01226667845716965,-0.0010340171223795751
1000.0,10000000,0.04040404040404041,0.015130587166862242,0.013751809649794134,-0.0013787775170681082
1000.0,10000000,0.05050505050505051,0.016960478754175258,0.015236940842418617,-0.0017235379117566414
1000.0,10000000,0.06060606060606061,0.018790370341488276,0.016722072035043098,-0.002068298306445178
1000.0,10000000,0.07070707070707072,0.02062026192880129,0.018207203227667584,-0.002413058701133706
