model,case_id,level,context_length,depth_name,depth_ratio,near_gap_tokens,repeat,passkey_true,passkey_false,true_key_token_len,false_key_token_len,true_loss,false_loss,margin_false_minus_true,hit
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,2,98434,90532,3,3,8.375,9.5,1.125,1
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,3,50820,33198,2,2,10.375,11.0625,0.6875,1
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,4,47572,45335,2,2,10.3125,10.375,0.0625,1
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,5,69133,62577,2,2,10.875,11.25,0.375,1
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,6,25874,52839,2,2,11.875,11.625,-0.25,0
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,7,80954,58531,2,2,10.5,9.875,-0.625,0
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,8,98472,42956,2,2,12.5,9.5,-3.0,0
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,9,18977,13616,2,2,10.25,11.0625,0.8125,1
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,10,17743,42458,2,2,10.125,11.125,1.0,1
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,11,51137,31373,2,2,11.75,9.5,-2.25,0
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,12,13292,53620,2,2,10.5,10.125,-0.375,0
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,13,97298,10100,2,2,12.5,8.625,-3.875,0
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,14,69428,29781,2,2,11.875,12.8125,0.9375,1
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,15,34970,75154,2,2,9.75,10.625,0.875,1
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,16,23193,69227,2,2,10.875,10.0,-0.875,0
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,17,12641,53861,2,2,12.5,11.75,-0.75,0
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,18,23499,18441,2,2,10.5,10.75,0.25,1
Anchored-20,L3_12000_easy,L3,12000,easy,0.9,,19,59560,14946,2,2,9.25,9.5,0.25,1
