distance,score_standard,score_sigmoid,score_diff
283,0.3860000967979431,0.7317572832107544,0.3457571864128113
284,0.3539734482765198,0.6699448823928833,0.3159714341163635
285,0.30833280086517334,0.46899500489234924,0.1606622040271759
286,0.27439239621162415,0.3258947730064392,0.051502376794815063
287,0.2688441276550293,0.37562501430511475,0.10678088665008545
288,0.2881109416484833,0.5684046745300293,0.280293732881546
289,0.31316444277763367,0.7189176678657532,0.4057532250881195
290,0.3256329894065857,0.6801480054855347,0.354515016078949
291,0.3211909830570221,0.4808300733566284,0.15963909029960632
292,0.30978119373321533,0.30014175176620483,-0.009639441967010498
293,0.30429911613464355,0.30336496233940125,-0.0009341537952423096
294,0.3089139461517334,0.4897123873233795,0.18079844117164612
295,0.3171587586402893,0.6918836832046509,0.3747249245643616
296,0.32004138827323914,0.7277379035949707,0.40769651532173157
297,0.31528985500335693,0.5655553936958313,0.25026553869247437
298,0.30862313508987427,0.3524869382381439,0.04386380314826965
299,0.3063269257545471,0.28097352385520935,-0.02535340189933777
300,0.30702894926071167,0.4151356518268585,0.10810670256614685
301,0.30133864283561707,0.6342633962631226,0.3329247534275055
302,0.2803494334220886,0.7429523468017578,0.4626029133796692
303,0.2453569620847702,0.6462041139602661,0.4008471369743347
304,0.2096400260925293,0.4309960901737213,0.22135606408119202
305,0.19019925594329834,0.2832626402378082,0.09306338429450989
306,0.19625958800315857,0.31929707527160645,0.12303748726844788
307,0.22397467494010925,0.48583704233169556,0.2618623673915863
308,0.26090195775032043,0.6166874170303345,0.35578545928001404
309,0.29522159695625305,0.5891638398170471,0.29394224286079407
310,0.3213760256767273,0.43442320823669434,0.11304718255996704
311,0.3384924829006195,0.3022291958332062,-0.03626328706741333
312,0.345558762550354,0.31718239188194275,-0.028376370668411255
313,0.3401738703250885,0.46264639496803284,0.12247252464294434
314,0.32298606634140015,0.599634051322937,0.27664798498153687
315,0.3026084303855896,0.6001139283180237,0.2975054979324341
316,0.29372936487197876,0.4677216410636902,0.17399227619171143
317,0.3071839213371277,0.33254414796829224,0.02536022663116455
318,0.33954039216041565,0.32621097564697266,-0.013329416513442993
319,0.37247419357299805,0.4563187062740326,0.08384451270103455
320,0.38498276472091675,0.5992898941040039,0.21430712938308716
321,0.3699423670768738,0.6186403036117554,0.2486979365348816
322,0.34114015102386475,0.4966636598110199,0.15552350878715515
323,0.3234933614730835,0.3538261950016022,0.030332833528518677
324,0.33309057354927063,0.3353612720966339,0.0022706985473632812
325,0.36308273673057556,0.4705159068107605,0.10743317008018494
326,0.38766053318977356,0.6381566524505615,0.25049611926078796
327,0.3818182349205017,0.6749410629272461,0.2931228280067444
328,0.34135860204696655,0.5285248756408691,0.1871662735939026
329,0.28695547580718994,0.3131500482559204,0.02619457244873047
330,0.24894306063652039,0.21238543093204498,-0.0365576297044754
331,0.24510425329208374,0.31460681557655334,0.0695025622844696
332,0.26907986402511597,0.5311014652252197,0.26202160120010376
333,0.29778578877449036,0.6735055446624756,0.37571975588798523
334,0.3105592727661133,0.6221925020217896,0.31163322925567627
335,0.3038768470287323,0.4330873191356659,0.1292104721069336
336,0.2904925048351288,0.28533995151519775,-0.00515255331993103
337,0.2856611907482147,0.31714582443237305,0.031484633684158325
338,0.2935326099395752,0.4994546175003052,0.20592200756072998
339,0.30522972345352173,0.6631141901016235,0.3578844666481018
340,0.30884137749671936,0.6547272205352783,0.34588584303855896
341,0.3010922968387604,0.4784437119960785,0.17735141515731812
342,0.28992384672164917,0.29340124130249023,0.0034773945808410645
343,0.2863062918186188,0.2685815989971161,-0.017724692821502686
344,0.2935176491737366,0.4277224540710449,0.13420480489730835
